OBSRVTN_NB,DATETIME_DTM,PNT_NM,QUALIFIER_TXT,PNT_ATRISKNOTES_TX,PNT_ATRISKFOLWUPNTS_TX
490915,8/14/2024 11:00,Equipment Operations,Designated Spotter as needed (maintaining adequate clearance),"Skid Steer was backing without spotter, foreman was asked to coach the operator and other crew member. Corrected and addressed professionally.",
50756,8/11/2020 18:41,PPE,Personal voltage detector,"None of the crew members had their V - Watches on as I was walking around the job site. I asked them to make sure they had them on while working the storm trouble and we discussed the hazards we may come across, and how they can protect us. All members agreed to our discussion.",
458596,4/29/2024 12:45,Appropriate work area traffic control (Forestry),"Cones compliant, Order of traffic control installation","[NAME] flagger on job return side had insufficient cones in place. The GF was called and placed three in the middle of road. Later, changed after meeting there safety personnel.",
358366,4/24/2023 9:23,"Live line tools, inspection, etc.",Other - Live line tools,"The crew left the stick up in the pogo stick extended in the air, at the road. I talked about not leaving in that position if out of sight, incase someone would us to close fuse door.",
450941,4/4/2024 8:00,Complete job briefing given,Other - Job Briefing,I coached the employee on the importance of performing a thorough job briefing prior to beginning work. The employee had a team member deliver him briefings to the site because he was unable to perform and electronic briefing. The employee did a good briefing and did mention sif icons and mitigated the sif hazards. good mention of protective device. did coach on the importance of ringing out a service even if it's colored wire.,
73329,1/18/2021 10:50,Tools and equipment used correctly (Forestry),"Guards used, Other - Tools and equipment",[NAME] member was chipping with chaps on. Talked about the potential snagging hazards. [NAME] understood importance and fixed.,
301543,11/28/2022 10:06,Tree Felling - Policies,"Does the crew know and understand the felling policy?, When is a rope required to be used when felling a tree?",GF and I was observing a tree felling when it was noticed that the crew did not fully understand the tree felling policy. GF stopped work and trained employees. - Didn't have an escape route for feller - employees on the ropes was well inside the danger zone.,
78090,1/27/2021 14:00,Personal Safety (Forestry),Other - Personal Safety,"While observing crew chipping brush, noticed crew members placing small pieces of brush and briar on chipper feed table and crew members having trouble with briar becoming entangled with gloves. Once crew members have detangled briar from gloves, on crew member pushed brush and briar into chipper with hand going beyond the chipper curtain. I had GF stop the crew and discussed chipper safety with crew members and got their commitment to work safely while chipping brush and review their safety manual on chipper operations. Use a large stick or branch to push smaller brush into chipper not your hands.",
228659,4/4/2022 9:42,Barricades around truck when required,Other - Barricades,[NAME] realized they forgot to barricade linetruck they stopped before setting pole in line and barricaded it.,
143210,12/5/2019 13:30,Vehicle Operating Condition,Other - Vehicle Operating Condition,[NAME] was broken off in the switch of the bucket truck. [NAME] is looking into getting it repaired.,
300391,11/8/2022 9:00,Circle of safety practices,Circle of Safety done just prior to departure.,"Sat for a while talking, didn't get out for circle for safety. We were in a vacant parking lot, still stressed the importance of circle for safety, minimal investment with potential huge risk avoidance",
452030,4/9/2024 8:45,All applicable work procedures are followed,Proper procedure or tech work document used,Coached lineman and apprentice to make sure and pull the customers meter before energizing the new transformer to verify proper voltage before sending it to the customer.,
357353,5/11/2023 11:00,Walking and Working areas,Other - Walking and Working areas,"There were a couple of access mats that presented trip hazards that needed to be corrected with boards loose and sticking up over the walking surface. While not unexpected at this point in construction, the hazard still needs to be recognized and mitigated.",
179234,10/11/2021 10:06,"Did you recognize additional sprain or strain hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.",Other sprains strains: please describe additional hazards,"asked servicer did he stretch before using long stick and he said no, coached him about stretching before using long stick he agreed",
136996,9/10/2019 11:57,Stop When Uncertain,"Assistance requested, Other - Stop When Uncertain",[NAME] digger truck not working correctly. [NAME] stop using truck. Electric over hydraulic switches malfunctioning causing erratic movements. Mechanic troubleshooting problem.,
407252,10/4/2023 9:00,Correct work area traffic control,Vests worn when required,One employee was not wearing traffic vest when I arrived. [NAME] went and got vest after I pointed it out to him.,
330931,3/17/2023 8:13,Equipment Operations,Other - Equipment - Motion,No spotter being used where dirt is being dumped into truck that is parked in the street. There is possibility of dirt missing bed and hitting a passing car.,[NAME] stopped until situation corrected. Follow - up discussion scheduled with Cobalt Management.
280984,9/26/2022 11:00,Appropriate work area traffic control (Forestry),Arrow board use,"VDOT requires arrow board use when closing a lane on four lane roadway. Old [NAME] Road in Lynchburg is a four lane, 35 mph busy city street. The set up to include signs and cones were appropriate but the crew did not have a required arrow board to move traffic into adjacent lane. [NAME] was moved at direction of [NAME] to another location not requiring the use of arrow board.",
126507,6/29/2021 13:30,PPE (Forestry),"Safety glasses adequate, Work gloves adequate","We had to coach the two employees about wearing safety glasses and work gloves. They were hesitant to wear the gloves, until we insisted. The same for the safety glasses. [NAME] was wearing prescription glasses and did not want to wear safety goggles over them.",
156638,4/9/2019 8:00,All applicable work procedures are followed,Other - Procedures,[NAME] visual vests should have been worn. I informed the individual that a high visual vest needed to be worn. Individual agreed.,
350001,5/10/2023 9:45,Complete job briefing given,All members of team present,All crew members were present during the job briefing discussion but the flagging team were not. [NAME] discussion that the flagging team needed to be part of the job briefing to better understand the scope of the work being performed,
4230,2/27/2019 17:25,Appropriate work area traffic control (Forestry),Tapers and buffers compliant,"[NAME] did not have trucks coned out on break, 360 drop zone not established around trees being trimmed",
